policy_id,fraud
681822,0
301288,0
212001,0
797680,0
789334,0
275166,0
753093,0
464667,0
663141,0
248351,0
778894,0
644825,0
770514,1
484325,0
925974,0
152491,1
511885,0
782820,0
389475,0
686772,0
940840,0
621475,0
208514,1
928992,0
401273,0
926123,1
430800,0
823727,0
217473,1
205749,0
512081,1
961804,0
839604,1
610885,0
112834,0
426251,0
202252,1
616367,0
770951,0
291826,0
133119,1
127997,0
637024,0
462878,0
327212,0
411477,0
162576,0
140990,0
148183,1
636682,0
654998,0
388619,0
250047,0
293050,0
492128,0
500255,0
179293,0
466711,0
344847,0
666233,1
775687,0
591378,0
220783,0
289448,1
605127,0
439694,0
441937,1
782283,1
678710,0
609317,0
728836,0
957002,0
684323,1
391330,0
985533,0
333029,0
968702,0
654142,0
707117,1
780020,0
661375,0
156253,0
606310,1
381244,0
921868,0
664606,0
841122,0
259695,0
807162,0
155724,1
682848,0
511789,1
378599,1
897134,0
796642,0
543155,0
231021,0
902777,0
233983,1
1017754,0
754547,0
925210,1
168764,0
856942,0
682012,0
299311,1
647869,0
533140,1
649079,0
422274,0
929971,0
520537,0
776572,0
222510,0
172749,0
738704,1
477761,1
161790,0
863960,1
313286,0
541979,0
556332,0
179713,1
645921,1
849384,0
614512,1
807157,0
877608,0
594059,1
895903,0
698071,0
413489,1
171987,0
966581,0
841397,0
217809,0
554565,0
534103,1
716202,1
447728,0
675298,0
111626,0
645695,1
223240,0
578621,1
345467,1
279404,0
287471,0
730486,0
571165,0
576836,0
764272,0
445527,1
900497,1
564461,0
506524,0
903330,1
597895,0
536923,0
149034,0
148435,1
939743,0
477621,1
444707,1
966152,1
663539,1
603174,0
156546,0
658586,1
250832,0
412094,0
965632,0
296010,1
821594,1
320404,0
467978,1
842518,0
780286,0
415298,0
342144,0
395587,0
431471,0
273703,0
346072,0
577233,0
367987,1
480869,0
232367,1
181642,0
185870,0
492891,0
339043,0
788031,0
908334,1
247446,0
487169,0
916113,0
973109,0
374580,0
377829,1
973873,0
400899,0
183643,1
316802,0
282972,0
913765,0
693457,0
980023,0
846995,0
688362,0
250951,0
882850,0
838173,0
480884,0
788520,1
206851,0
434086,0
284278,0
477670,0
857489,1
346339,0
243912,0
109865,0
628167,0
536920,0
912686,1
901268,0
424208,0
261905,0
563720,0
360692,0
206541,0
468086,0
392780,0
176442,1
388910,1
687698,0
463863,0
479010,0
166116,0
949955,0
180644,0
135236,0
754567,0
430975,0
841315,1
639847,0
866870,0
804517,0
274001,0
482029,1
431478,1
276348,1
546758,0
693415,0
235652,0
529472,1
676552,0
437582,1
831513,0
493446,1
593332,0
428847,1
758626,0
942162,0
830611,0
606210,0
502360,0
438012,0
268884,0
693669,1
978322,0
404869,0
628477,1
225347,1
457928,0
1023865,0
351416,0
441909,0
117633,0
887070,0
299199,0
174690,0
815400,1
265475,1
665842,0
889820,0
353959,0
811880,1
573188,0
870334,0
500418,1
186478,1
150112,0
936492,1
663065,0
283767,0
325099,0
465673,0
913900,0
